Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,11,Austria,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.9,Fc,Calculated data
EK,Livestock Patterns,11,Austria,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),55250,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.29,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,28.47,Fc,Calculated data
EK,Livestock Patterns,11,Austria,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),826162.5,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,11,Austria,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,1.05,Fc,Calculated data
EK,Livestock Patterns,11,Austria,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),30436.4,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.88,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),20100,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,9.44,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),214449.2,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.24,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,49.45,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),1123320,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,7.31,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),166000,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,2.61,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),59397.9,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.94,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),43995.9,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),60,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,0.22,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),4952.25,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.13,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,28.14,Fc,Calculated data
EK,Livestock Patterns,52,Azerbaijan,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),639246.2,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,1.26,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),420,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,2.29,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,89.59,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),29750,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,4.22,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),1400,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,2.98,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),990,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,1.94,Fc,Calculated data
EK,Livestock Patterns,12,Bahamas,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),645,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,3.63,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),690,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.87,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,40.55,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),7700,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.53,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,24.75,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),4700,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.27,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,12.64,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),2400,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.39,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,18.43,Fc,Calculated data
EK,Livestock Patterns,13,Bahrain,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),3500,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,2.9,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),505000,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,1.21,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,64.9,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),11290000,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.17,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,9.34,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),1624400,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.41,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,22.13,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),3850000,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.72,Fc,Calculated data
EK,Livestock Patterns,16,Bangladesh,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),126000,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,2.35,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),1075,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.6,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,22.31,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),10200,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,1.64,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,60.91,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),27850,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,1.09,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),500,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.56,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),715,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,2.62,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),1200,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.19,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,7,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),3200,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,2.15,Fc,Calculated data
EK,Livestock Patterns,14,Barbados,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),985,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.12,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),4250,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.27,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,66.25,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),2403060,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,6.7,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),243000,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.18,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),6440,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,3.61,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),131105,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,22.95,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),832350,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.2,Fc,Calculated data
EK,Livestock Patterns,57,Belarus,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),7270,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,1.8,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,55.64,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),2500269.3,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.23,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,7.13,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),320320,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.06,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),2623.7,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.46,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),20860.45,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,1.17,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,36.38,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),1634652.25,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.32,Fc,Calculated data
EK,Livestock Patterns,255,Belgium,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),14603,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.27,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,61.11,Fc,Calculated data
EK,Livestock Patterns,23,Belize,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),40460,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,21.9,Fc,Calculated data
EK,Livestock Patterns,23,Belize,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),14500,Fc,Calculated data
EK,Livestock Patterns,23,Belize,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
