Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,St. Vincent and the Grenadines,VCT,120,100,100,100,100,100,100,100,100,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sudan,SDN,..,..,..,682113.5938,682071.5625,681945.625,681861.5625,681861.5625,681861.5625,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Suriname,SUR,880,880,783.0000305,800,731.9999695,831.9999695,881.9999695,870,870,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sweden,SWE,34130,31530,30850,30660,30486.00098,30478.99902,30326.99951,30398.00049,30315,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Switzerland,CHE,16056.99951,15660,15345.99976,15315.99976,15286.99951,15248.80005,15219.00024,15189.30054,15159.69971,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Syrian Arab Republic,SYR,134950,137110,139080,139150,139210,139210,139210,139210,139210,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tajikistan,TJK,..,45730,47557.00195,47527.99805,47490,47430,47380,47380,47380,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tanzania,TZA,320000,340000,374500,383000,397000,396500,396500,396500,396500,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Thailand,THA,213830,198340,210600,210600,218600,221100,221100,221100,221100,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Timor-Leste,TLS,3180,3370,3720,3730,3840,3800,3800,3800,3800,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Togo,TGO,31900,36300,36650,36650,38500,38200,38200,38200,38200,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tonga,TON,320,300,320,320,330,330,330,330,330,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Trinidad and Tobago,TTO,770,670,540,540,540,540,540,540,540,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tunisia,TUN,86440,95510,100380,100720,99220,99430,100730,100730,100730,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkey,TUR,396770,404790,390120,382470,384070,384230,385610,385460,383270,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turkmenistan,TKM,..,355000,340000,338380,338380,338380,338380,338380,338380,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Turks and Caicos Islands,TCA,10,10,10,10,10,10,10,10,10,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Tuvalu,TUV,20,20,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,17.99999952,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uganda,UGA,119620,125120,142650,144150,144650,144150,144150,144150,144150,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Ukraine,UKR,..,414060,412670,412810,412970,415260,415110,415080,415150,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Arab Emirates,ARE,2850,5520,3972.999878,3935,3817.000122,3843.999939,3875,3877.999878,3887.999878,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United Kingdom,GBR,182030,169640,172240,171640,171820,172501.9922,172320,171380,173499.8047,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4269480,4143990,4084261.875,4046693.125,4087065,4058416.875,4078655,4058625,4058625,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uruguay,URY,149170,149580,144330,145260,142300,144630,144495.9961,144495.9961,144495.9961,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Uzbekistan,UZB,..,273250,266700,266300,267500,267700,267700,267700,267700,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vanuatu,VUT,1520,1750,1870,1870,1870,1870,1870,1870,1870,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Venezuela, RB",VEN,218600,216350,216000,216000,216000,216000,216000,216000,216000,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Vietnam,VNM,67260,87800,107600.9961,107685.9961,107932.998,108527.998,121480,121720,121780,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Virgin Islands (U.S.),VIR,100,70,40,40,40,40,40,40,40,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,West Bank and Gaza,PSE,3750,3720,2478.999939,2595,2719.700012,2808.200073,2980,2969.200134,2969.200134,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,"Yemen, Rep.",YEM,236260,236690,235790,234520,235500,235460,235460,235460,235460,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zambia,ZMB,208110,224980,234360,236360,238360,237360,238360,238360,238360,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Zimbabwe,ZWE,130100,150600,162000,164000,162000,162000,162000,162000,162000,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Arab World,ARB,3543042,4079652,4091667.007,4775446.902,4778943.377,4785734.431,4793847.431,4795791.511,4794229.055,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Caribbean small states,CSS,26149,25977,25096.00003,25096,25047.99997,25162.99997,25207.99997,25286,25376,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Central Europe and the Baltics,CEB,461950,591050,526624.6002,528593.0981,524572.8998,518923.1,518224.4,519249.8975,516233.7988,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Early-demographic dividend,EAR,11804256,13527198,13700952.89,13720139.61,13744135.52,13752479.31,13731847.87,13727928.35,13728558.59,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific,EAS,12331960,12478786,11778082.39,11899739.23,11868298.27,11788684.8,11895219,11627215.7,11657674.03,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (excluding high income),EAP,7434550.001,7685494.002,7603524.994,7615237.997,7627313.969,7637645.98,7647951,7786640.697,7767968.031,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,East Asia & Pacific (IDA & IBRD countries),TEA,7409340.001,7659996.002,7576725.994,7588938.997,7601014.969,7611346.98,7621652,7760341.697,7741669.031,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Euro area,EMU,1223673.007,1269080.802,1198599.003,1186786.693,1182911.207,1178109.484,1162943.701,1161176.3,1152904.087,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia,ECS,2385529.006,8225612.77,8083453.178,8068115.19,8058647.742,8071915.616,8063643.828,8060110.525,8048002.118,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (excluding high income),ECA,617260,6383596.968,6354610.974,6348231.998,6345925.935,6370245.24,6377732.827,6377506.124,6371530.127,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Europe & Central Asia (IDA & IBRD countries),TEC,805190,6579416.968,6512438.975,6509282.998,6504525.935,6530018.241,6537060.827,6536592.124,6530710.127,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,European Union,EUU,1929663.007,1998270.802,1873627.004,1863397.693,1854247.208,1843733.475,1827078.701,1824429.299,1815078.892,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Fragile and conflict affected situations,FCS,3709710,3887875,3987073,4971668.586,4974436.255,4975696.317,4980236.555,4981705.755,4981815.755,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Heavily indebted poor countries (HIPC),HPC,5660710,6299080,6640317.999,7353372.283,7384482.361,7392594.124,7390823.563,7390535.562,7390875.562,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,High income,HIC,13204639.01,13545367.8,12707773.69,12765653.15,12751563.32,12624120.89,12727626.75,12298656.25,12341207.29,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IBRD only,IBD,19215632,25057312.97,25187756.66,25225038.22,25259940.47,25370326.36,25411973.83,25546605.01,25529574.92,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA & IBRD total,IBT,27887675,34990400.97,35303049.66,36357475.5,36433627.79,36539573.46,36576682.38,36711882.97,36684314.61,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA blend,IDB,2836559,3316662,3138796,3160306,3170873.969,3159604.984,3155511,3154689.999,3142518.031,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA only,IDX,5835483.999,6616426.001,6976497.005,7972131.274,8002813.352,8009642.119,8009197.551,8010587.956,8012221.654,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,IDA total,IDA,8672042.999,9933088.001,10115293,11132437.27,11173687.32,11169247.1,11164708.55,11165277.96,11154739.69,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Late-demographic dividend,LTE,10780451,15792162.97,15659042.97,15680520.3,15692200.12,15785433.03,15845080.12,15984392.83,15956446.37,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean,LCN,6858056,7132006,7433913.704,7454750.199,7477016.611,7545028.013,7559006.703,7556129.009,7546392.012,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & Caribbean (excluding high income),LAC,6522779,6805192,7106398.805,7125880.199,7151501.611,7216919.013,7231234.705,7228129.013,7218834.018,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Latin America & the Caribbean (IDA & IBRD countries),TLA,6785749,7063487,7366897.702,7388272.201,7410555.61,7479196.015,7493813.602,7491332.011,7481741.01,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Least developed countries: UN classification,LDC,5870693.999,6463461.001,6808721.999,7808910.277,7839681.354,7849241.117,7848842.555,7850133.956,7851827.654,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low & middle income,LMY,27465695,34565463.97,34913976.76,35962911.49,36044977.49,36146615.16,36184038.99,36318846.67,36291480.32,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Low income,LIC,4446043.999,5065461.001,5363480.001,5678898.682,5707825.791,5716673.491,5714296.992,5714318.992,5714318.992,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Lower middle income,LMC,8046950,9176225,9175233.008,9895844.596,9913591.228,9914276.51,9926280.458,9926983.865,9916344.594,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa,MEA,3325842,3874742,3722489.291,3724312.624,3726504.823,3728944.106,3737315.169,3739221.249,3737641.292,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (excluding high income),MNA,2069362,2111660,1962604.992,1964595.023,1967363.622,1970342.806,1975726.899,1976949.886,1975523.492,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle East & North Africa (IDA & IBRD countries),TMN,2065612,2107940,1960125.992,1962000.023,1964643.922,1967534.606,1972746.899,1973980.686,1972554.292,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Middle income,MIC,23019651,29500002.97,29550496.76,30284012.81,30337151.7,30429941.67,30469741.99,30604527.68,30577161.33,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,North America,NAC,4947163,4820124,4716950.891,4672666.125,4713186.008,4684685.891,4705071.984,4685189.992,4685338,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,OECD members,OED,13209044.01,13052065.8,12210338.59,12260158.45,12251461.22,12122498.09,12225978.29,11793712.59,11829419.19,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Other small states,OSS,803396.0001,819487,824205.2996,824575.5993,824078.2,820757.4003,822393.7999,820852.8958,822294.5961,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pacific island small states,PSS,7574,8329,8622,8622,8632,8627,8627,8627,8627,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Post-demographic dividend,PST,11462064.01,11791307.8,10987664.3,11041174.05,11033311.52,10905132.09,11004079.29,10574232.49,10616765.6,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Pre-demographic dividend,PRE,6610580,6987220,7261523.799,8274211.885,8314485.054,8315321.616,8318293.555,8318603.555,8318603.555,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Small states,SST,837119.0001,853793,857923.2997,858293.5993,857758.2,854547.4003,856228.7998,854765.8958,856297.5961,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia,SAS,2719903.999,2719641.001,2692409,2700281.001,2700735,2703845,2703765,2703897.402,2710571.1,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,South Asia (IDA & IBRD),TSA,2719903.999,2719641.001,2692409,2700281.001,2700735,2703845,2703765,2703897.402,2710571.1,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa,SSF,8101880,8859920,9194451.999,10208700.28,10252152.35,10247632.62,10247644.06,10245739.05,10247069.05,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (excluding high income),SSA,8101840,8859880,9194427.999,10208685.28,10252137.35,10247617.12,10247628.56,10245723.55,10247053.55,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Sub-Saharan Africa (IDA & IBRD countries),TSS,8101880,8859920,9194451.999,10208700.28,10252152.35,10247632.62,10247644.06,10245739.05,10247069.05,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Upper middle income,UMC,14972701,20323777.97,20375263.76,20388168.22,20423560.47,20515665.16,20543461.54,20677543.82,20660816.73,..,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,World,WLD,40670334.01,48110831.77,47621750.46,48728564.65,48796540.81,48770736.05,48911665.74,48617502.92,48632687.6,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Afghanistan,AFG,58.26670343,57.82709922,58.06911129,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,58.06757957,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Albania,ALB,40.91240876,41.75182482,43.84306748,43.83211679,43.84306748,43.33211857,42.8573007,42.85766602,43.12773544,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Algeria,DZA,16.23854829,16.80326148,17.37133356,17.37721162,17.38149059,17.39553462,17.39526565,17.40592946,17.36553915,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,American Samoa,ASM,15,24.00000095,24.50000048,24.50000048,24.50000048,24.50000048,24.50000048,24.50000048,24.50000048,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Andorra,AND,48.93617021,48.93617021,42.06383076,42.06383076,39.9148941,40.02127546,40.02127546,40.02127546,39.95744827,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Angola,AGO,46.04475816,45.96133793,46.83564611,47.31691666,47.31691666,47.47734018,47.47734018,47.47734018,47.47734018,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Antigua and Barbuda,ATG,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,20.45454545,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Argentina,ARG,46.61287906,46.95818671,53.89028352,54.18260746,54.53814645,54.51804918,54.33571212,54.33571212,54.33571212,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Armenia,ARM,..,46.46996839,60.94134176,59.64523975,59.11485774,59.11485774,59.03406924,58.89357047,58.89708637,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Aruba,ABW,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Australia,AUS,60.46119001,59.29213907,51.88289965,53.32681537,52.78028715,51.62715756,52.88377179,47.63065749,48.24194425,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Austria,AUT,36.61782396,35.60426194,33.65830719,33.39712672,33.13225067,32.91369341,32.89022473,32.94172553,32.35667614,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Azerbaijan,AZE,..,57.38635558,57.67034492,57.69193917,57.68709523,57.70454009,57.7005469,57.7017519,57.73557518,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Bahamas, The",BHS,1.198801199,1.298701299,1.498501499,1.398601399,1.398601399,1.398601399,1.398601399,1.398601399,1.398601399,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bahrain,BHR,11.5942029,12.95774621,11.28609019,11.21251724,11.16883166,11.16883166,11.15434572,11.05398463,11.05398463,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bangladesh,BGD,79.78796958,72.21325958,70.99177998,70.12368441,70.06222632,69.97003918,69.90089882,70.38672685,70.63232666,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.18604651,41.86046512,34.88372093,32.55813953,30.23255814,29.06976744,27.90697674,25.58139535,23.25581395,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,..,45.61230527,43.85411533,43.73860332,43.34926815,42.93177134,42.4879174,42.24201571,42.03548913,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,..,45.89167687,44.7721252,44.11162322,43.98943197,44.13804491,43.96631601,43.85733157,44.61030544,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.523893029,6.532222709,6.882946076,6.882946076,7.014467339,7.014467339,7.014467339,7.014467339,7.014467339,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.13125222,28.33451579,30.50727208,31.30542746,32.81305427,33.25647393,33.25647393,33.25647393,33.25647393,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.555555678,7.407407387,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,5.555555678,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.716842219,13.31658291,13.64220706,13.63171242,13.63171242,13.63171242,13.7891225,13.7891225,13.60633424,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.72869934,34.28690114,34.63121942,34.66906674,34.75583864,34.8361488,34.80291701,34.76506969,34.78722422,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,..,41.6015625,41.875,42.01171875,42.109375,42.20703125,42.12890625,42.5,43.14453125,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.91428017,45.79076456,45.63195878,45.74665184,45.67783601,45.66371994,45.87899,45.6330168,45.6330168,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.90690991,31.27561874,32.71816457,32.94668431,32.97468097,33.44787237,33.9284817,33.98878219,33.92453345,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.33333333,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.087286528,1.897533207,2.542694425,2.542694425,2.542694425,2.732447745,2.732447745,2.732447745,2.732447745,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.67206002,50.45647654,46.53647752,46.86809138,47.19049374,46.01142225,45.84561533,46.16709564,46.25092115,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,34.99634503,35.70906433,44.15204678,43.09210526,44.2251462,44.95614035,44.2251462,44.2251462,44.2251462,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,82.16510903,72.70249221,71.37850467,73.32554517,75.27258567,79.16666667,79.16666667,79.16666667,79.16666667,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cabo Verde,CPV,16.87344913,17.617866,19.35483871,19.35483871,20.84367246,20.84367246,19.60297767,19.60297767,19.60297767,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cambodia,KHM,25.23793338,27.02243372,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382,30.90301382,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cameroon,CMR,19.39878572,19.37763111,20.51998054,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,20.62575363,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Canada,CAN,7.452347883,7.43530276,6.957555615,6.883700573,6.885328194,6.886955814,6.888583005,6.890210625,6.891838245,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cayman Islands,CYM,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,11.2500002,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Central African Republic,CAF,8.035570965,8.265112845,8.154354875,8.154354875,8.154354875,8.154354875,8.154354875,8.154354875,8.154354875,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chad,TCD,38.35768742,38.61975858,39.33846887,39.65613088,39.65613088,39.65613088,39.65613088,39.65613088,39.65613088,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Channel Islands,CHI,42.92929458,39.89899192,45.95959966,48.48485228,47.97979983,47.57575979,47.87878741,46.46464729,46.46464729,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chile,CHL,21.3830734,20.32192208,21.17326401,21.23513088,21.1894032,21.22437143,21.19774204,21.22975116,21.17164983,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,China,CHN,53.86456475,55.60191389,54.80809776,54.80841731,54.80841731,54.80841731,54.80841731,56.22295728,56.2123131,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Colombia,COL,40.63361875,40.431726,38.30824696,37.60342497,38.41153814,40.39261069,40.54723764,40.25741466,40.25741466,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Comoros,COM,61.25738649,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,71.46695091,..,..,..
